gameId,gameName,candidateTitle,candidateSource,matchScore,matched,reasons,type,reviewFlag,label
26192,The Last of Us Part II,The Last of Us Part II Remastered Free Download (v1.4.10515.636),Hydra Library (steamrip),120,false,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|sequel number matches|edition variant|platform not in IGDB|ml probability 0.17,broad_candidate,,1
254339,Super Mario Bros. Wonder,Super.Mario.Bros.Wonder.v1.0.0.MULTi12.NSW.for.PC.REPACK-KaOs,Hydra Library (KaOsKrew),75,true,"exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|platform info present|hydra extra tokens (for, kaos)|ml probability 0.49",top_candidate,,
90558,Satisfactory,Satisfactory (v1.0 + Supporter Pack DLC + Multiplayer + MULTi12) [DODI Repack],Hydra Library (dodi),145,false,exact name match|exact phrase in title|title contains game name|single-word partial match|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.09,broad_candidate,,
90558,Satisfactory,Satisfactory Free Download (v1.1.2.2),Hydra Library (steamrip),145,false,exact name match|exact phrase in title|title contains game name|single-word partial match|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.09,broad_candidate,,
90558,Satisfactory,Satisfactory Free Download (v1.1.1.3 + Co-op),Hydra Library (steamrip),145,false,exact name match|exact phrase in title|title contains game name|single-word partial match|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.09,broad_candidate,,
1105,Metroid Prime,"Metroid Prime Remastered (+ Ryujinx/Yuzu Switch Emulators, MULTi10) [FitGirl Repack]",Hydra Library (FitGirl Repacks),115,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|edition variant|ml probability 0.89,top_candidate,,
418,Final Fantasy X,Final Fantasy X/X-2: HD Remaster,Hydra Library (FitGirl Repacks),130,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|sequel number matches|ml probability 0.87,top_candidate,,
293,Sid Meier's Civilization IV,Sid Meier's Civilization IV 1.7.4.0,Hydra Library (OnlineFix),140,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|sequel number matches|edition variant|ml probability 0.95,top_candidate,,
112875,God of War Ragnarök,God of War Ragnarök Digital Deluxe Edition Free Download (v1.0.650.7780),Hydra Library (SteamRip),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|edition variant|ml probability 0.96,top_candidate,,
9643,Return of the Obra Dinn,Return of the Obra Dinn (v1.2.122 + MULTi14) [DODI Repack],Hydra Library (DODI Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.90,top_candidate,,
132181,Resident Evil 4,Resident Evil 4: Remake - Gold Edition (No Denuvo) (v1.5.0.0 + All DLCs + Bonus Content + MULTi14) (From 50 GB) [DODI Repack],Hydra Library (DODI Repacks),140,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|sequel number matches|edition variant|ml probability 0.95,top_candidate,,
55935,Doki Doki Literature Club!,Doki Doki Literature Club Plus! – Builds 6953746/6961652,Hydra Library (FitGirl Repacks),80,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|hydra extra tokens (builds)|ml probability 0.47,top_candidate,,
141503,Forza Horizon 5,"Forza Horizon 5: Premium Edition (v1.573.834.0 + 44 DLCs + Multiplayer, MULTi16) [FitGirl Repack, Selective Download - from 67.1 GB]",Hydra Library (FitGirl Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|sequel number matches|edition variant|ml probability 0.98,top_candidate,,
25076,Red Dead Redemption 2,"Red Dead Redemption 2: Ultimate Edition (Build 1491.50 + UE Unlocker, MULTi13) [FitGirl Repack]",Hydra Library (FitGirl Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|sequel number matches|edition variant|ml probability 0.98,top_candidate,,
114283,Persona 5 Royal,Persona 5 Royal (v1.03B + Bonus Content + MULTi10) (From 26.6 GB) (Lossless) [DODI Repack],Hydra Library (dodi),140,false,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|sequel number matches|matches related game pattern|ml probability 0.10,broad_candidate,,1
114283,Persona 5 Royal,Persona 5 Royal Free Download (v1.03B),Hydra Library (steamrip),140,false,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|sequel number matches|matches related game pattern|ml probability 0.10,broad_candidate,,1
733,Grand Theft Auto: Vice City,Grand Theft Auto: Vice City - Nextgen Edition [DODI Repack],Hydra Library (DODI Repacks),115,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|edition variant|ml probability 0.89,top_candidate,,
116,Star Wars: Knights of the Old Republic,STAR WARS™ – Knights of the Old Republic™ – [DODI Repack],Hydra Library (DODI Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.90,top_candidate,,
9927,Persona 5,Persona 5 Royal – v1.0.0 + Switch Emulators + 60FPS Mod,Hydra Library (FitGirl Repacks),70,true,"phrase weakly matches|title contains game name|strong title match|very high word match ratio|all main keywords present|too many unrelated words|sequel number matches|platform info present|platform not in IGDB (emulator)|hydra extra tokens (royal, 60fps)|ml probability 0.44",top_candidate,,
152071,Planet of Lana,"Planet of Lana (v1.1.0.0 + Bonus Soundtrack, MULTi22) [FitGirl Repack]",Hydra Library (FitGirl Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.90,top_candidate,,
549,God of War,"God of War (v1.0.12 + Bonus OST + Windows 7 Fix, MULTi18) [FitGirl Repack, Selective Download - from 26 GB]",Hydra Library (FitGirl Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|ml probability 0.95,top_candidate,,
36926,Monster Hunter: World,MONSTER HUNTER WORLD (V 163956 + ALL DLCS + MULTI12) -[DODI REPACK],Hydra Library (DODI Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.90,top_candidate,,
732,Grand Theft Auto: San Andreas,Grand Theft Auto: San Andreas (v1.0.0.22 + MULTi5) – [DODI Repack],Hydra Library (DODI Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.90,top_candidate,,
298526,Kingdom Come: Deliverance II,Kingdom Come: Deliverance II - Gold Edition (v1.4 + All DLCs + Bonus Content + MULTi15) (From 60.8 GB) [DODI Repack],Hydra Library (DODI Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|sequel number matches|edition variant|ml probability 0.98,top_candidate,,
228525,Hades II,Hades II (v1.131346 + Bonus Content + MULTi15) [DODI Repack],Hydra Library (dodi),140,false,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|sequel number matches|matches related game pattern|ml probability 0.10,broad_candidate,,1
620,Burnout Paradise,Burnout Paradise Remastered (v1.0.0 + All DLCs + MULTi8) [RUNE / DODI Repack],Hydra Library (DODI Repacks),115,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|edition variant|ml probability 0.89,top_candidate,,
215769,Cyberpunk 2077: Phantom Liberty,"Cyberpunk 2077 & Phantom Liberty Bundle (v2.0 + All DLCs + Bonus Content + REDmod, MULTi18) [FitGirl Repack, Selective Download - from 50.2 GB]",Hydra Library (FitGirl Repacks),100,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|sequel number matches|edition variant|release year major mismatch|ml probability 0.92,top_candidate,,
19686,Resident Evil 2,Resident Evil 2 Free Download (Build 8814181),Hydra Library (SteamRip),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|sequel number matches|ml probability 0.94,top_candidate,,
26764,Mario Kart 8 Deluxe,Mario Kart 8 Deluxe (Yuzu Emulator) (v3.0.1 + All Courses & Characters + Multiplayer + MULTi11) [DODI Repack],Hydra Library (dodi),120,false,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|sequel number matches|matches related game pattern|platform not in IGDB|ml probability 0.00,broad_candidate,,1
126098,Half-Life: Alyx,"Half-Life: Alyx (v1.5.4 + DLC + NoVR Mod, MULTi28) [FitGirl Repack]",Hydra Library (FitGirl Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.90,top_candidate,,
203722,Dave the Diver,"Dave The Diver (v1.0.0.933, MULTi9) [FitGirl Repack]",Hydra Library (FitGirl Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.90,top_candidate,,
115843,Unpacking,"Unpacking (v211028s, MULTi11) [FitGirl Repack]",Hydra Library (fitgirl),145,false,exact name match|exact phrase in title|title contains game name|single-word partial match|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.09,broad_candidate,,
43,Deus Ex: Human Revolution,Deus Ex: Human Revolution – Twin Pack,Hydra Library (FitGirl Repacks),115,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|edition variant|ml probability 0.89,top_candidate,,
325594,Split Fiction,Split Fiction (v5.4.4.0 + DLC + Online Co-op + MULTi11) [DODI Repack],Hydra Library (DODI Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.90,top_candidate,,
21892,Fallout 3: Game of the Year Edition,"Fallout 3: Game of the Year Edition (v1.7.0.4/v1.7.0.3 + 5 DLCs + OST, MULTi8) [FitGirl Repack, Selective Download - from 4.8 GB]",Hydra Library (fitgirl),140,false,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|sequel number matches|matches related game pattern|ml probability 0.10,broad_candidate,,
21892,Fallout 3: Game of the Year Edition,Fallout 3 Game of the Year Edition - [DODI Repack],Hydra Library (dodi),140,false,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|sequel number matches|matches related game pattern|ml probability 0.10,broad_candidate,,
31551,Final Fantasy XVI,Final Fantasy XVI: Complete Edition (v1.03 + All DLCs + Bonus Content + MULTi14) (From 100 GB) [DODI Repack],Hydra Library (DODI Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|edition variant|ml probability 0.96,top_candidate,,
5503,Batman: Arkham Knight,"Batman: Arkham Knight - Premium Edition [v1.6.2.0 + All DLCs + MULTi10] - [DODI Repack, from 28 GB]",Hydra Library (DODI Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|edition variant|ml probability 0.96,top_candidate,,
112874,Horizon Forbidden West,"Horizon: Forbidden West - Complete Edition (v1.0.38.0 HotFix + All DLCs + Bonus Content + FSR3 Mod, MULTi25) [FitGirl Repack, Selective Download - from 75.8 GB]",Hydra Library (FitGirl Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|edition variant|ml probability 0.96,top_candidate,,
434,Red Dead Redemption,"Red Dead Redemption (v1.0.1 + Undead Nightmare DLC + Bonus Content + Switch Emulators, MULT10) [FitGirl Repack, Selective Download - from 7.6 GB]",Hydra Library (FitGirl Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.90,top_candidate,,
1942,The Witcher 3: Wild Hunt,"The Witcher 3: Wild Hunt - Complete Edition (GOG/Steam v4.00 + All DLCs + Bonus Content, MULTi17) [FitGirl Repack, Selective Download - from 31.7 GB]",Hydra Library (FitGirl Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|sequel number matches|edition variant|ml probability 0.98,top_candidate,,
2135,Bayonetta 2,Bayonetta 2,Hydra Library (fitgirl),120,false,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|sequel number matches|matches related game pattern|platform not in IGDB|ml probability 0.00,broad_candidate,,1
2129,Mark of the Ninja,Mark of the Ninja: Remastered,Hydra Library (FitGirl Repacks),115,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|edition variant|ml probability 0.89,top_candidate,,
186725,Vampire Survivors,Vampire Survivors Free Download (v1.14.104),Hydra Library (SteamRip),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.90,top_candidate,,
124954,Crusader Kings III,Crusader Kings III Free Download (v1.18.3),Hydra Library (SteamRip),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|sequel number matches|ml probability 0.94,top_candidate,,
26226,Celeste,Celeste Free Download (v1.4.0.0),Hydra Library (steamrip),145,false,exact name match|exact phrase in title|title contains game name|single-word partial match|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.09,broad_candidate,,1
14593,Hollow Knight,Hollow Knight (v1.5.68.11808 + DLCs + Bonuses + MULTi10) (From 860 MB) - [DODI Repack],Hydra Library (DODI Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.90,top_candidate,,
501,Batman: Arkham City,Batman Arkham City Complete Edition - [DODI Repack],Hydra Library (DODI Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|edition variant|ml probability 0.96,top_candidate,,
2136,Bayonetta,Bayonetta,Hydra Library (fitgirl),145,false,exact name match|exact phrase in title|title contains game name|single-word partial match|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.09,broad_candidate,,1
2136,Bayonetta,Bayonetta Free Download (Build 1824749),Hydra Library (steamrip),145,false,exact name match|exact phrase in title|title contains game name|single-word partial match|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.09,broad_candidate,,1
75,Mass Effect 3,Mass Effect 3: Legendary Edition – v2.0.0.48602 + All DLCs,Hydra Library (FitGirl Repacks),140,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|sequel number matches|edition variant|ml probability 0.95,top_candidate,,
2350,Mario Kart 8,Mario Kart 8 Deluxe – v1.7.1 + Yuzu Emu for PC,Hydra Library (FitGirl Repacks),120,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|sequel number matches|platform info present|platform not in IGDB (emulator)|hydra extra tokens (for)|ml probability 0.78,top_candidate,,
82090,Forza Horizon 4,Forza Horizon 4: Ultimate Edition (Steam) (v1.476.99.0 + All DLCs + Multiplayer + MULTi16) (From 48.4 GB) - [DODI Repack],Hydra Library (DODI Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|sequel number matches|edition variant|ml probability 0.98,top_candidate,,
37001,Ori and the Will of the Wisps,Ori and the Will of the Wisps,Hydra Library (FitGirl Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.90,top_candidate,,
134582,Ratchet & Clank: Rift Apart,"Ratchet & Clank: Rift Apart (v1.727.0.0 Hotfix + DLC + Bonus Content, MULTi26) [FitGirl Repack, Selective Download - from 24.5 GB]",Hydra Library (FitGirl Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.90,top_candidate,,
2155,Dark Souls,Dark Souls Remastered,Hydra Library (FitGirl Repacks),115,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|edition variant|ml probability 0.89,top_candidate,,
1341,Beyond Good & Evil,Beyond Good & Evil: 20th Anniversary Edition (Ryujinx) (v1.0.0 + MULTi13) [Portable],Hydra Library (DODI Repacks),115,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|edition variant|ml probability 0.89,top_candidate,,
159119,Dead Space,Dead Space – v1.0.0.222 GOG,Hydra Library (FitGirl Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.90,top_candidate,,
30208,Dragon Age: The Veilguard,Dragon Age: The Veilguard,Hydra Library (DODI Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.90,top_candidate,,
17000,Stardew Valley,"Stardew Valley (v1.6.0 Build 24079, MULTi12) [FitGirl Repack]",Hydra Library (FitGirl Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.90,top_candidate,,
533,Dishonored,Dishonored: Definitive Edition (All DLCs + MULTi9) (From 4.3 GB) – [DODI Repack],Hydra Library (dodi),150,false,exact name match|exact phrase in title|title contains game name|single-word partial match|strong title match|game name contains title|very high word match ratio|all main keywords present|edition variant|ml probability 0.23,broad_candidate,,1
76253,Devil May Cry 5,Devil May Cry 5 Free Download (Build 11025947),Hydra Library (SteamRip),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|sequel number matches|ml probability 0.94,top_candidate,,
135243,It Takes Two,It Takes Two (MULTi12 + Online Multiplayer) – [DODI Repack],Hydra Library (DODI Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.90,top_candidate,,
109462,Animal Crossing: New Horizons,Animal Crossing: New Horizons (Update 1.7.0a + All DLCs + MULTi10) – Yuzu PC Emulator – No Install – Direct Play [DODI],Hydra Library (DODI Repacks),75,true,"exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|platform info present|platform not in IGDB (emulator)|hydra extra tokens (install, direct, play)|ml probability 0.52",top_candidate,,
7477,Valkyria Chronicles,Valkyria Chronicles (Update 3 + DLCs + MULTi2) – [DODI Repack],Hydra Library (dodi),150,false,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|platform not in IGDB|ml probability 0.10,broad_candidate,,1
142415,Indiana Jones and the Great Circle,Indiana Jones and the Great Circle: Premium Edition (v1.0.9.0 + All DLCs + Bonus Content + MULTi14) (Fast Install) (From 66.4 GB) [DODI Repack],Hydra Library (DODI Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|edition variant|ml probability 0.96,top_candidate,,
26855,Dead Cells,"Dead Cells (v25 + 3 DLCs + Bonus OST, MULTi13) [FitGirl Repack, Selective Download - from 675 MB]",Hydra Library (FitGirl Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.90,top_candidate,,
104967,Valheim,Valheim Free Download (v0.221.4 + Co-op),Hydra Library (steamrip),145,false,exact name match|exact phrase in title|title contains game name|single-word partial match|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.09,broad_candidate,,1
104967,Valheim,Valheim Free Download (v0.220.5 + Co-op),Hydra Library (steamrip),145,false,exact name match|exact phrase in title|title contains game name|single-word partial match|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.09,broad_candidate,,1
103320,The Forgotten City,The.Forgotten.City.Digital.Collectors.Edition.v1.3.1.REPACK-KaOs,Hydra Library (KaOsKrew),80,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|hydra extra tokens (kaos)|ml probability 0.47,top_candidate,,
20545,Devil May Cry 3: Dante's Awakening - Special Edition,Devil May Cry 3 Dantes Awakening - Special Edition - [DODI Repack],Hydra Library (DODI Repacks),125,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|sequel number matches|hydra extra tokens (dantes)|ml probability 0.84,top_candidate,,
9577,Persona 3,"Persona 3 Portable (+ Ryujinx/Yuzu Switch Emulators, MULTi9) [FitGirl Repack]",Hydra Library (FitGirl Repacks),120,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|sequel number matches|hydra extra tokens (portable)|ml probability 0.73,top_candidate,,
481,Silent Hill 2,Silent Hill 2 (2024) – Digital Deluxe Edition (v1.1.236.114 + All DLCs + Bonus Content + MULTi14) (From 25.8 GB) [DODI Repack],Hydra Library (DODI Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|sequel number matches|edition variant|ml probability 0.98,top_candidate,,
376,Metal Gear Solid 2: Sons of Liberty,Metal Gear Solid 2: Sons of Liberty - HD Master Collection Edition (Digital book + MULTi6) [DODI Repack],Hydra Library (DODI Repacks),130,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|sequel number matches|ml probability 0.87,top_candidate,,
245,Command & Conquer: Red Alert 2,Command & Conquer: Red Alert 2 (v20221102 + Yuris Revenge + Windows 7-11 compatible + Next Gen Patch + Multiplayer + English/German) - [DODI Repack],Hydra Library (DODI Repacks),110,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|sequel number matches|related game bundle penalty|ml probability 0.90,top_candidate,likely_fp,
1,Thief II: The Metal Age,Thief II - The Metal Age - [DODI Repack],Hydra Library (dodi),140,false,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|sequel number matches|matches related game pattern|ml probability 0.10,broad_candidate,,1
134584,Returnal,"Returnal (+ Pre-Purchase Entitlement DLC, MULTi23) [FitGirl Monkey Repack, Selective Download - from 49.1 GB]",Hydra Library (fitgirl),145,false,exact name match|exact phrase in title|title contains game name|single-word partial match|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.09,broad_candidate,,1
134584,Returnal,Returnal (v1.0 – Build 10547147 + Pre-Purchase Entitlement DLC + Bonus OSTs + MULTi23) – [DODI Repack],Hydra Library (dodi),145,false,exact name match|exact phrase in title|title contains game name|single-word partial match|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.09,broad_candidate,,1
134584,Returnal,Returnal Free Download (Build 11083317 + Co-op),Hydra Library (steamrip),145,false,exact name match|exact phrase in title|title contains game name|single-word partial match|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.09,broad_candidate,,1
105,Need for Speed: Hot Pursuit,Need for Speed: Hot Pursuit Remastered – v1.0.0.23891,Hydra Library (FitGirl Repacks),115,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|edition variant|ml probability 0.89,top_candidate,,
113598,Deathloop,DEATHLOOP Free Download (v1.769.0.5),Hydra Library (steamrip),145,false,exact name match|exact phrase in title|title contains game name|single-word partial match|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.09,broad_candidate,,1
529,Far Cry 3,Far Cry 3 Free Download (v1.05),Hydra Library (SteamRip),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|sequel number matches|ml probability 0.97,top_candidate,,
115289,Hollow Knight: Silksong,Hollow Knight: Silksong – v1.0.28324,Hydra Library (FitGirl Repacks),85,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|related game bundle penalty|ml probability 0.78,top_candidate,likely_fp,
500,Batman: Arkham Asylum,Batman: Arkham Asylum GOTY Free Download (v1.1),Hydra Library (SteamRip),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|edition variant|ml probability 0.96,top_candidate,,
981,Rayman Origins,Rayman Origins (v1.0.32504) – [DODI Repack],Hydra Library (DODI Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.90,top_candidate,,
109,L.A. Noire,L.A. Noire Free Download (v2675.1.0.0),Hydra Library (SteamRip),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|ml probability 0.90,top_candidate,,
960,Max Payne 3,Max Payne 3: Complete Edition (v1.0.0.216 + All DLCs + MULTi10) – [DODI Repack],Hydra Library (DODI Repacks),150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|sequel number matches|edition variant|ml probability 0.98,top_candidate,,
23733,Tunic,"TUNIC (v20220422 + Bonus Soundtrack, MULTi27) [FitGirl Repack, Selective Download - from 949 MB]",Hydra Library (fitgirl),125,false,exact name match|exact phrase in title|title contains game name|single-word partial match|strong title match|very high word match ratio|all main keywords present|ml probability 0.05,broad_candidate,,1
