gameId,gameName,candidateTitle,candidateSource,matchScore,matched,reasons,type,reviewFlag,label
1985,Metal Gear Solid V: The Phantom Pain,1152- Metal Gear Solid V: The Phantom Pain (v1.15 + All DLCs + MULTi8) – [DODI Repack],DODI,120,true,exact phrase in title|title contains game name|very high word match ratio|all main keywords present|sequel number matches,top_candidate,,1
74,Mass Effect 2,Mass Effect 2: Legendary Edition – v2.0.0.48602 + All DLCs,FitGirl,125,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|sequel number matches|description mismatch,top_candidate,,1
74,Mass Effect 2,Mass Effect 2: Digital Deluxe Edition – v1.02 + DLC Bundle (All DLCs),FitGirl,115,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|sequel number matches|good description similarity|DLC/expansion only,broad_candidate,,1
74,Mass Effect 2,Mass Effect – v1.02 + 2 DLCs + Bonus Content,FitGirl,55,false,very high word match ratio|all main keywords present|sequel number matches|description mismatch,broad_candidate,,0
74,Mass Effect 2,GOD FORSAKEN – v1.0.0/Release + 2 DLCs,FitGirl,20,false,sequel number matches|description mismatch,broad_candidate,,0
74,Mass Effect 2,Mass Effect 3: Legendary Edition – v2.0.0.48602 + All DLCs,FitGirl,5,false,very high word match ratio|all main keywords present|different sequel number|description mismatch,broad_candidate,,0
74,Mass Effect 2,Mass Effect 3: Digital Deluxe Edition – v1.05.5427.124 + All DLCs,FitGirl,5,false,very high word match ratio|all main keywords present|different sequel number|description mismatch,broad_candidate,,0
74,Mass Effect 2,900- Mass Effect: Andromeda – Super Deluxe Edition (v1.10 + All DLCs + MULTi8) (From 29.2 GB) – [DODI Repack],DODI,55,false,very high word match ratio|all main keywords present|many extra words|sequel number matches,top_candidate,,0
74,Mass Effect 2,1273- ELEX II (2) (OST + MULTi9) (From 15.6) – [DODI Repack],DODI,20,false,many extra words|sequel number matches,broad_candidate,,0
74,Mass Effect 2,1300- Need for Speed: Underground 2 Real Remaster v2.0 Lite – [DODI Repack],DODI,10,false,too many unrelated words|sequel number matches,broad_candidate,,0
7893,Legacy of Kain: Soul Reaver 2,Legacy of Kain: Soul Reaver 1 & 2 Remastered,FitGirl,68,false,very high word match ratio|all main keywords present|sequel number matches|minor description overlap,top_candidate,,1
730,Grand Theft Auto III,Grand Theft Auto: The Original Trilogy + The Definitive Edition Project Modpack,FitGirl,25,false,high word match ratio|all main keywords present|description mismatch,top_candidate,,0
730,Grand Theft Auto III,"Grand Theft Auto: The Trilogy – The Definitive Edition, v1.112.48699928 / “Barbra Streisand” Edition + Windows 7 Fix",FitGirl,5,false,high word match ratio|all main keywords present|different sequel number|description mismatch|platform info present,broad_candidate,,1
730,Grand Theft Auto III,637- Grand Theft Auto III – 10 Year Anniversary HD Edition (v1.1 + MULTi6) – [DODI Repack],DODI,120,true,exact phrase in title|title contains game name|very high word match ratio|all main keywords present|sequel number matches,top_candidate,,1
730,Grand Theft Auto III,1205- Grand Theft Auto: The Trilogy – The Definitive Edition (v1.112.48699928 + MULTi13) (From 3.1 GB) – [DODI Repack],DODI,55,false,high word match ratio|all main keywords present|sequel number matches,broad_candidate,,1
654,Company of Heroes,"Company of Heroes 3: Ultimate Bundle, v2.2.0.40455 + 6 DLCs",FitGirl,83,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|title is numbered sequel|minor description overlap,top_candidate,,0
654,Company of Heroes,Company of Heroes 2: Master Collection – v4.0.0.21748 + All DLCs,FitGirl,70,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|title is numbered sequel|description mismatch,broad_candidate,,0
654,Company of Heroes,Avalom: Ancestral Heroes – v1.0.5,FitGirl,3,false,moderate word match|description mismatch,broad_candidate,,0
654,Company of Heroes,Double Kick Heroes – v1.66.6018,FitGirl,3,false,moderate word match|description mismatch,broad_candidate,,0
654,Company of Heroes,Runner Heroes: The Curse of Night & Day,FitGirl,3,false,moderate word match|description mismatch,broad_candidate,,0
654,Company of Heroes,Gemini: Heroes Reborn,FitGirl,3,false,moderate word match|description mismatch,broad_candidate,,0
654,Company of Heroes,Dragon Quest Heroes: Slime Edition,FitGirl,3,false,moderate word match|description mismatch,broad_candidate,,0
654,Company of Heroes,1834- Company of Heroes 3: Ultimate Edition (v2.2.5.42217 + All DLCs + MULTi15) [DODI Repack],DODI,65,false,exact phrase in title|title contains game name|very high word match ratio|all main keywords present|title is numbered sequel,top_candidate,,0
293,Sid Meier's Civilization IV,970- Sid Meier’s Civilization VI: Anthology (v1.0.12.43 + All DLCs + Bonus OSTs + MULTi12) (From 8.4 GB) – [DODI Repack],DODI,55,false,very high word match ratio|all main keywords present|many extra words|sequel number matches,top_candidate,,0
112875,God of War Ragnarök,God of War: Ragnarök – Digital Deluxe Edition + All DLCs/Bonuses + 6 GB VRAM Bypass,FitGirl,90,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|title is numbered sequel|some description overlap,top_candidate,,1
112875,God of War Ragnarök,La Pucelle: Ragnarok,FitGirl,10,false,all main keywords present|description mismatch,broad_candidate,,1
112875,God of War Ragnarök,2010- God of War: Ragnarok – Digital Deluxe Edition (v1.9.1 + All DLCs + Bonus Content + 6 GB VRam Fix + MULTi22) (From 68.5 GB) [DODI Repack],DODI,25,false,exact phrase in title|title contains game name|very high word match ratio|all main keywords present|title is numbered sequel|release year major mismatch,top_candidate,,1
9643,Return of the Obra Dinn,1760- Return of the Obra Dinn (v1.2.122 + MULTi14) [DODI Repack],DODI,65,false,exact phrase in title|title contains game name|very high word match ratio|all main keywords present|title is numbered sequel,top_candidate,,1
132181,Resident Evil 4,Resident Evil 4 (2023): Gold Edition – v1.5.0.0 (Denuvoless) + 26 DLCs + 3 Bonus OSTs,FitGirl,150,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|sequel number matches|release year matches|some description overlap,top_candidate,,1
132181,Resident Evil 4,Resident Evil 4: Ultimate HD Edition – v1.1.0 + HD Project Mod v1.1 + 3 Bonus Mods + Bonus Content + 100% Unlocker,FitGirl,125,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|sequel number matches|description mismatch,broad_candidate,,1
132181,Resident Evil 4,Resident Evil 4: Ultimate HD Edition – v1.1.0 + Unlocker,FitGirl,125,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|sequel number matches|description mismatch,broad_candidate,,1
132181,Resident Evil 4,"Resident Evil: Village – Gold Edition, Build 10415597 (Denuvoless) + All DLCs + Bonus Content + Crackfix",FitGirl,30,false,very high word match ratio|all main keywords present|description mismatch,broad_candidate,,0
132181,Resident Evil 4,RESIDENT EVIL 2: Deluxe Edition – v20220613/BuildID 8814181 + 12 DLCs + Bonus Content + Windows 7 Fix,FitGirl,23,false,very high word match ratio|all main keywords present|different sequel number|minor description overlap|platform info present,broad_candidate,,0
132181,Resident Evil 4,Resident Evil 7: Biohazard – Gold Edition – v20220613/Build 8796429 + 15 DLCs + Bonus OST + Windows 7 Fix,FitGirl,10,false,very high word match ratio|all main keywords present|different sequel number|description mismatch|platform info present,broad_candidate,,0
132181,Resident Evil 4,Resident Evil 3 – v20220613/Build 8856549 + 2 DLCs + Bonus OST + Windows 7 Fix,FitGirl,10,false,very high word match ratio|all main keywords present|different sequel number|description mismatch|platform info present,broad_candidate,,0
132181,Resident Evil 4,1397- Resident Evil 4 + HD Project v1.1 (MULTi5) – [DODI Repack],DODI,120,true,exact phrase in title|title contains game name|very high word match ratio|all main keywords present|sequel number matches,top_candidate,,1
132181,Resident Evil 4,413- Resident Evil 4 Ultimate HD Edition (v1.1.0 + Bonus + MULTi5) (From 6.2 GB) – [DODI Repack],DODI,120,true,exact phrase in title|title contains game name|very high word match ratio|all main keywords present|sequel number matches,broad_candidate,,1
132181,Resident Evil 4,1660- Resident Evil 4: Remake – Gold Edition (No Denuvo) (v1.5.0.0 + All DLCs + Bonus Content + MULTi14) (From 50 GB) [DODI Repack],DODI,115,true,exact phrase in title|title contains game name|very high word match ratio|all main keywords present|many extra words|sequel number matches,broad_candidate,,1
132181,Resident Evil 4,1110- Resident Evil / biohazard HD REMASTER (MULTi6) (From 4.7 GB) – [DODI Repack],DODI,45,false,very high word match ratio|all main keywords present|too many unrelated words|sequel number matches,broad_candidate,,0
132181,Resident Evil 4,1109- Resident Evil 0 / biohazard 0 HD REMASTER (All DLCs + MULTi6) (From 4.7 GB) – [DODI Repack],DODI,45,false,very high word match ratio|all main keywords present|too many unrelated words|sequel number matches,broad_candidate,,0
132181,Resident Evil 4,1047- Resident Evil Village: Gold Edition (v1.1.0.6 + All DLCs + Bonus Content + MULTi13) (From 24 GB) [DODI Repack],DODI,10,false,very high word match ratio|all main keywords present|different sequel number,broad_candidate,,0
132181,Resident Evil 4,1358- RESIDENT EVIL 3 (v1.0 Build 8856549 – DX12 Update + All DLCs + Bonus Content + MULTi14) (From 14.5 GB) – [DODI Repack],DODI,5,false,very high word match ratio|all main keywords present|many extra words|different sequel number,broad_candidate,,0
119171,Baldur's Gate III,Baldur’s Gate III – To Repack OR Not To Repack,DODI,130,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|sequel number matches,top_candidate,,0
55935,Doki Doki Literature Club!,Doki Doki Literature Club Plus! – Builds 6953746/6961652,FitGirl,120,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|some description overlap,top_candidate,,1
141503,Forza Horizon 5,Forza Horizon 5: Premium Edition – v1.656.386.0 + 58 DLCs + 100% Unlock Save + Multiplayer,FitGirl,150,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|sequel number matches|good description similarity,top_candidate,,1
141503,Forza Horizon 5,Forza Horizon 4: Ultimate Edition – v1.465.282.0 Steam + All DLCs + Multiplayer,FitGirl,23,false,very high word match ratio|all main keywords present|different sequel number|minor description overlap|platform info present,broad_candidate,,0
141503,Forza Horizon 5,Forza Horizon 3: Ultimate Edition – v1.0.125.2 + All DLCs,FitGirl,18,false,very high word match ratio|all main keywords present|different sequel number|minor description overlap,broad_candidate,,0
141503,Forza Horizon 5,1193- Forza Horizon 5: Premium Edition (v1.688.044.0 + All DLCs + Multiplayer + MULTi24) (From 79.4 GB) [DODI Repack],DODI,115,true,exact phrase in title|title contains game name|very high word match ratio|all main keywords present|many extra words|sequel number matches,top_candidate,,1
141503,Forza Horizon 5,954- Forza Horizon 4: Ultimate Edition (Steam) (v1.476.99.0 + All DLCs + Multiplayer + MULTi16) (From 48.4 GB) –  [DODI Repack],DODI,10,false,very high word match ratio|all main keywords present|many extra words|different sequel number|platform info present,broad_candidate,,0
141503,Forza Horizon 5,379- Forza Horizon 3 – Ultimate Edition (v1.0.125.2 + All DLCs + MULTi32) – [DODI Repack],DODI,10,false,very high word match ratio|all main keywords present|different sequel number,broad_candidate,,0
141503,Forza Horizon 5,Hot & New & Upcoming Repacks,DODI,5,false,platform info present,broad_candidate,,0
25076,Red Dead Redemption 2,Red Dead Redemption 2: Ultimate Edition – Build 1491.50 + UE Unlocker + Bonus Content,FitGirl,145,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|sequel number matches|some description overlap,top_candidate,,1
25076,Red Dead Redemption 2,Red Dead Redemption – v1.0.40.57107 + Bonus Content,FitGirl,43,false,very high word match ratio|all main keywords present|minor description overlap,broad_candidate,,0
25076,Red Dead Redemption 2,Project Warlock II – v1.0.1.26,FitGirl,20,false,sequel number matches|description mismatch,broad_candidate,,0
25076,Red Dead Redemption 2,Red Dead Redemption 2 Repack / Game Status,DODI,130,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|sequel number matches,top_candidate,,0
25076,Red Dead Redemption 2,819- Red Dead Redemption 2: Ultimate Edition (v1491.50 + All DLCs + DLCs Unlocker + MULTi13) [DODI Repack],DODI,120,true,exact phrase in title|title contains game name|very high word match ratio|all main keywords present|sequel number matches,broad_candidate,,1
25076,Red Dead Redemption 2,"Hot, Featured, New and Upcoming Repacks",DODI,5,false,platform info present,broad_candidate,,0
114283,Persona 5 Royal,Persona 5 Royal – v1.3B + Bonus OST,FitGirl,138,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|sequel number matches|minor description overlap,top_candidate,,1
114283,Persona 5 Royal,Persona 5 Royal – v1.0.0 + Switch Emulators + 60FPS Mod,FitGirl,130,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|sequel number matches|description mismatch|platform info present,broad_candidate,,1
114283,Persona 5 Royal,Suzerain: Supporter Edition – v3.0.1 + 5 DLCs/Bonuses,FitGirl,20,false,sequel number matches|description mismatch,broad_candidate,,0
114283,Persona 5 Royal,2218- Persona 5 Royal (v1.03B + Bonus Content + MULTi10) (From 26.6 GB) (Lossless) [DODI Repack],DODI,115,true,exact phrase in title|title contains game name|very high word match ratio|all main keywords present|many extra words|sequel number matches,top_candidate,,1
21704,Batman: Arkham City - Game of the Year Edition,Batman: Arkham City – Game of The Year Edition,FitGirl,150,true,exact name match|exact phrase in title|title contains game name|strong title match|game name contains title|very high word match ratio|all main keywords present|strong description match,top_candidate,,1
733,Grand Theft Auto: Vice City,Grand Theft Auto: The Original Trilogy + The Definitive Edition Project Modpack,FitGirl,3,false,moderate word match|description mismatch,top_candidate,,0
733,Grand Theft Auto: Vice City,638- Grand Theft Auto: Vice City 10 Year Anniversary PC Edition (V1.0 + MULTi5) – [DODI Repack],DODI,70,true,exact phrase in title|title contains game name|very high word match ratio|all main keywords present|title is numbered sequel|platform info present,top_candidate,,1
733,Grand Theft Auto: Vice City,590- Grand Theft Auto: Vice City (Build 2745 + MULTi5) – [DODI Repack],DODI,65,false,exact phrase in title|title contains game name|very high word match ratio|all main keywords present|title is numbered sequel,broad_candidate,,1
733,Grand Theft Auto: Vice City,2088- Grand Theft Auto: Vice City – Nextgen Edition [DODI Repack],DODI,25,false,exact phrase in title|title contains game name|very high word match ratio|all main keywords present|title is numbered sequel|release year major mismatch,broad_candidate,,1
113112,Hades,Hades – v1.35966 (v1.0) + Bonus Soundtrack,FitGirl,45,false,phrase weakly matches|title contains game name|single-word partial match|strong title match|very high word match ratio|all main keywords present|description mismatch,top_candidate,,1
152071,Planet of Lana,Planet of Lana – v1.1.0.0 + Bonus Soundtrack,FitGirl,113,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|minor description overlap,top_candidate,,1
152071,Planet of Lana,1664- Planet of Lana (v1.0.7.0 + Bonus Content + MULTi11) [DODI Repack],DODI,65,false,exact phrase in title|title contains game name|very high word match ratio|all main keywords present|title is numbered sequel,top_candidate,,1
36926,Monster Hunter: World,Monster Hunter World: Iceborne – Master Edition – v15.11.01/421471 + 242 DLCs + HRTP,FitGirl,100,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|title is numbered sequel|good description similarity,top_candidate,,1
538,BioShock Infinite,BioShock Infinite: The Complete Edition,FitGirl,100,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|description mismatch,top_candidate,,1
538,BioShock Infinite,711- BioShock Infinite: The Complete Edition (MULTi11) (From 12.5 GB) – [DODI Repack],DODI,40,false,phrase weakly matches|title contains game name|very high word match ratio|all main keywords present|title is numbered sequel,top_candidate,,1
538,BioShock Infinite,BioShock Series – [DODI Repacks],DODI,8,false,moderate word match,broad_candidate,,0
732,Grand Theft Auto: San Andreas,Grand Theft Auto: The Original Trilogy + The Definitive Edition Project Modpack,FitGirl,16,false,moderate word match|minor description overlap,top_candidate,,0
732,Grand Theft Auto: San Andreas,1001- Grand Theft Auto: San Andreas (v1.0.0.22 + MULTi5) – [DODI Repack],DODI,65,false,exact phrase in title|title contains game name|very high word match ratio|all main keywords present|title is numbered sequel,top_candidate,,1
732,Grand Theft Auto: San Andreas,1000- Grand Theft Auto San Andreas Retextured (GTA IV Graphics + GTA IV Retextured Mod) – [DODI Repack],DODI,65,false,exact phrase in title|title contains game name|very high word match ratio|all main keywords present|title is numbered sequel,broad_candidate,,1
732,Grand Theft Auto: San Andreas,894- Grand Theft Auto San Andreas Definitive Remastered Edition (v1.0.0.22 / cleo v4.3 DE + Multiplayer Mod + MULTi5) – [DODI Repack],DODI,65,false,exact phrase in title|title contains game name|very high word match ratio|all main keywords present|title is numbered sequel,broad_candidate,,1
298526,Kingdom Come: Deliverance II,"Kingdom Come: Deliverance II – Royal Edition, v1.5 + 7 DLCs/Bonuses",FitGirl,150,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|sequel number matches|good description similarity,top_candidate,,1
298526,Kingdom Come: Deliverance II,"Updates Digest for December 2, 2025",FitGirl,40,false,sequel number matches|release year matches|description mismatch,broad_candidate,,0
298526,Kingdom Come: Deliverance II,Dead Island 2: Ultimate Edition – v7.0.0 + 14 DLCs + Unlocker + Bonus Content + Multiplayer,FitGirl,20,false,sequel number matches|description mismatch,broad_candidate,,0
298526,Kingdom Come: Deliverance II,2086- Kingdom Come: Deliverance II – Royal Edition (v1.5.2 + All DLCs + Bonus Content + MULTi15) (From 63.1 GB) [DODI Repack],DODI,80,true,exact phrase in title|title contains game name|very high word match ratio|all main keywords present|sequel number matches|release year major mismatch,top_candidate,,1
298526,Kingdom Come: Deliverance II,1695- Dead Island 2: Ultimate Edition (v7.0.0.1243375  + All DLCs + Bonus Content + Online Multiplayer + MULTi14) (From 51 GB) [DODI Repack],DODI,10,false,too many unrelated words|sequel number matches,broad_candidate,,0
228525,Hades II,Hades II – v1.131346 + Bonus OST*,FitGirl,130,true,phrase partially matches|title contains game name|strong title match|very high word match ratio|all main keywords present|sequel number matches|some description overlap,top_candidate,,1
228525,Hades II,Outbreak: Shades of Horror – Chromatic Split,FitGirl,15,false,very high word match ratio|all main keywords present|too many unrelated words|description mismatch,broad_candidate,,0
228525,Hades II,Updates List,FitGirl,3,false,many extra words|minor description overlap,broad_candidate,,0
228525,Hades II,1937- Hades II (v1.133066 + Bonus Content + MULTi15) [DODI Repack],DODI,50,false,phrase weakly matches|title contains game name|very high word match ratio|all main keywords present|many extra words|sequel number matches|release year major mismatch,top_candidate,,1
620,Burnout Paradise,Burnout Paradise: The Ultimate Box – v20171009 + All DLCs,FitGirl,105,true,phrase weakly matches|title contains game name|strong title match|matches alternative title|very high word match ratio|all main keywords present|description mismatch,top_candidate,,1
620,Burnout Paradise,Burnout Paradise Remastered – v1.0.0 + All DLCs,FitGirl,75,true,phrase weakly matches|title contains game name|strong title match|very high word match ratio|all main keywords present|description mismatch,broad_candidate,,1
620,Burnout Paradise,The Empty Desk – v1.0.04,FitGirl,8,false,minor description overlap,broad_candidate,,0
277,Battlefield 2,GOD FORSAKEN – v1.0.0/Release + 2 DLCs,FitGirl,20,false,sequel number matches|description mismatch,top_candidate,,0
277,Battlefield 2,Stronghold Crusader: Definitive Edition – v2.5 + 2 DLCs,FitGirl,20,false,sequel number matches|description mismatch,broad_candidate,,0
277,Battlefield 2,"Unity of Command II, Build 21099579 + 12 DLCs/Bonuses + Windows 7 Fix",FitGirl,10,false,too many unrelated words|sequel number matches|description mismatch|platform info present,broad_candidate,,0
277,Battlefield 2,Battlefield V – v1.04 build 3891220,FitGirl,5,false,very high word match ratio|all main keywords present|different sequel number|description mismatch,broad_candidate,,0
277,Battlefield 2,"Strategic Command: American Civil War – Complete Bundle, v1.12.0 + 2 DLCs",FitGirl,5,false,too many unrelated words|sequel number matches|description mismatch,broad_candidate,,0
277,Battlefield 2,408- Battlefield Bad Company 2 Ultimate Digital Edition (V1.0 Build: 795745 + All DLCs + MULTi9) (From 3.2 GB) – [DODI Repack],DODI,45,false,very high word match ratio|all main keywords present|too many unrelated words|sequel number matches,top_candidate,,0
277,Battlefield 2,214- Battlefield V – Deluxe Edition – [DODI Repack],DODI,10,false,very high word match ratio|all main keywords present|different sequel number,broad_candidate,,0
277,Battlefield 2,268- Sniper Ghost Warrior 2 – Collector’s Edition (v1.09 + All DLCs + MULTi7) (From 4.9 GB) [DODI Repack],DODI,10,false,too many unrelated words|sequel number matches,broad_candidate,,0
132,Warcraft III: Reign of Chaos,Warcraft III: Reforged – v1.32.10.18820,FitGirl,41,false,moderate word match|sequel number matches|minor description overlap,top_candidate,,1
19686,Resident Evil 2,RESIDENT EVIL 2: Deluxe Edition – v20220613/BuildID 8814181 + 12 DLCs + Bonus Content + Windows 7 Fix,FitGirl,143,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|sequel number matches|minor description overlap|platform info present,top_candidate,,1
19686,Resident Evil 2,Resident Evil 3 – v20220613/Build 8856549 + 2 DLCs + Bonus OST + Windows 7 Fix,FitGirl,60,false,very high word match ratio|all main keywords present|sequel number matches|description mismatch|platform info present,broad_candidate,,0
19686,Resident Evil 2,Resident Evil: Resistance + 2 DLCs + Multiplayer,FitGirl,55,false,very high word match ratio|all main keywords present|sequel number matches|description mismatch,broad_candidate,,0
19686,Resident Evil 2,Resident Evil 7: Biohazard – Gold Edition – v20220613/Build 8796429 + 15 DLCs + Bonus OST + Windows 7 Fix,FitGirl,23,false,very high word match ratio|all main keywords present|different sequel number|minor description overlap|platform info present,broad_candidate,,0
19686,Resident Evil 2,1357- RESIDENT EVIL 2 / BIOHAZARD RE:2 Deluxe Edition (v1.0 Build 8814181 – DX12 Update + All DLCs + Bonus Content + MULTi14) (From 17.1 GB) – [DODI Repack],DODI,105,true,exact phrase in title|title contains game name|very high word match ratio|all main keywords present|too many unrelated words|sequel number matches,top_candidate,,1
19686,Resident Evil 2,"501- RESIDENT EVIL 2 / BIOHAZARD RE: 2 – Deluxe Edition [V1.04 / Update 5 + All DLCs + Bonus Content + MULTi12] – [DODI Repack, From 16.1 GB]",DODI,70,true,exact phrase in title|title contains game name|very high word match ratio|all main keywords present|many extra words|sequel number matches|update/patch only,broad_candidate,,1
19686,Resident Evil 2,413- Resident Evil 4 Ultimate HD Edition (v1.1.0 + Bonus + MULTi5) (From 6.2 GB) – [DODI Repack],DODI,60,false,very high word match ratio|all main keywords present|sequel number matches,broad_candidate,,0
19686,Resident Evil 2,1047- Resident Evil Village: Gold Edition (v1.1.0.6 + All DLCs + Bonus Content + MULTi13) (From 24 GB) [DODI Repack],DODI,10,false,very high word match ratio|all main keywords present|different sequel number,broad_candidate,,0
19686,Resident Evil 2,1358- RESIDENT EVIL 3 (v1.0 Build 8856549 – DX12 Update + All DLCs + Bonus Content + MULTi14) (From 14.5 GB) – [DODI Repack],DODI,5,false,very high word match ratio|all main keywords present|many extra words|different sequel number,broad_candidate,,0
19686,Resident Evil 2,1077- Resident Evil Operation Raccoon City Complete Pack (v1.2.1803.135 + All DLCs + MULTi8) – [DODI Repack],DODI,5,false,very high word match ratio|all main keywords present|many extra words|different sequel number,broad_candidate,,0
19686,Resident Evil 2,827- Resident Evil Resistance (DLCs + Multiplayer + MULTi12) – [DODI Repack],DODI,5,false,very high word match ratio|all main keywords present|many extra words|different sequel number,broad_candidate,,0
203722,Dave the Diver,Dave The Diver: Deluxe Edition – v1.0.5.1749 + 3 DLCs + Bonus Content,FitGirl,83,true,exact phrase in title|title contains game name|strong title match|very high word match ratio|all main keywords present|title is numbered sequel|minor description overlap,top_candidate,,1
191692,Street Fighter 6,Street Fighter 30th Anniversary Collection,FitGirl,30,false,very high word match ratio|all main keywords present|description mismatch,top_candidate,,0
191692,Street Fighter 6,Ghostrunner – v0.42441.48 + 6 DLCs + Bonus OST,FitGirl,20,false,sequel number matches|description mismatch,broad_candidate,,0
191692,Street Fighter 6,Street Fighter V: Champion Edition – v7.010 + All DLCs/Bonus Content,FitGirl,5,false,very high word match ratio|all main keywords present|different sequel number|description mismatch,broad_candidate,,0
191692,Street Fighter 6,Mad Streets,FitGirl,3,false,moderate word match|description mismatch,broad_candidate,,0
20,BioShock,BioShock Remastered – v1.0.122872,FitGirl,45,false,phrase weakly matches|title contains game name|single-word partial match|strong title match|very high word match ratio|all main keywords present|description mismatch,top_candidate,,1
185246,Alan Wake II,"Alan Wake 2: Deluxe Edition, v1.2.2 + 4 DLCs + Bonus Soundtrack",FitGirl,75,true,very high word match ratio|all main keywords present|sequel number matches|some description overlap,top_candidate,,1
185246,Alan Wake II,Alan Wake’s American Nightmare + Bonus Content,FitGirl,30,false,very high word match ratio|all main keywords present|description mismatch,broad_candidate,,0
